customer,st,gender,customer lifetime value,income,monthly premium auto,policy type,vehicle class,total claim amount
LR10110,Washington,F,5504.14,0.0,73.0,Corporate Auto,Four-Door Car,350.4
XK11432,AZ,M,4665.13,0.0,62.0,Personal Auto,Two-Door Car,297.6
OX24868,California,F,6021.84,0.0,168.0,Personal Auto,SUV,1476.670903
EZ74530,Nevada,M,3074.11,0.0,104.0,Personal Auto,Sports Car,748.8
HP46467,Oregon,F,4953.09,21385.0,127.0,Corporate Auto,SUV,609.6
KP54476,California,M,7780.49,87128.0,97.0,Personal Auto,Two-Door Car,495.612777
AI47152,Nevada,F,7992.78,35434.0,66.0,Personal Auto,Four-Door Car,297.051768
BU15334,California,F,4170.69,29462.0,107.0,Corporate Auto,SUV,513.6
GD59796,Nevada,F,23228.24,53243.0,102.0,Personal Auto,Four-Door Car,489.6
OX59701,California,M,5445.82,21006.0,139.0,Personal Auto,SUV,667.2
OD63728,California,F,4558.5,0.0,65.0,Personal Auto,Two-Door Car,312.0
JC38573,Oregon,M,5528.21,36088.0,72.0,Corporate Auto,Four-Door Car,345.6
RC11491,Oregon,F,10390.67,28948.0,131.0,Corporate Auto,SUV,295.83086
RZ24101,Nevada,F,7142.55,24417.0,185.0,Personal Auto,SUV,888.0
OB88698,Oregon,M,5469.54,67099.0,69.0,Personal Auto,Two-Door Car,22.995594
IK92617,Oregon,F,11628.73,97830.0,96.0,Personal Auto,Four-Door Car,298.362415
YH43996,AZ,M,10189.65,0.0,101.0,Personal Auto,Four-Door Car,727.2
BJ65040,AZ,F,2733.43,93558.0,67.0,Personal Auto,Four-Door Car,478.234236
WY57101,AZ,F,4014.45,37384.0,99.0,Personal Auto,Four-Door Car,475.2
OG77759,AZ,M,7119.53,28227.0,62.0,Personal Auto,Four-Door Car,551.28213
HN38084,Nevada,M,11772.79,51008.0,74.0,Corporate Auto,Two-Door Car,355.2
GD11927,California,M,2381.79,78185.0,61.0,Personal Auto,Four-Door Car,292.8
MC20349,California,F,5208.35,0.0,74.0,Personal Auto,Four-Door Car,532.8
HM22034,Nevada,M,5018.73,0.0,68.0,Personal Auto,Four-Door Car,670.47746
KH48996,AZ,F,11900.54,97205.0,100.0,Personal Auto,Sports Car,5.573179
VF32979,Washington,F,5800.17,25472.0,73.0,Corporate Auto,Four-Door Car,350.4
LS90887,California,F,5674.38,26225.0,72.0,Special Auto,Four-Door Car,320.777404
EN72010,Oregon,M,7271.43,20545.0,70.0,Personal Auto,Two-Door Car,336.0
KH44031,Oregon,F,3164.49,0.0,83.0,Personal Auto,Four-Door Car,398.4
GJ47896,AZ,F,2661.03,35503.0,67.0,Personal Auto,Two-Door Car,216.173135
GD87742,Oregon,F,14140.56,58988.0,118.0,Personal Auto,Sports Car,566.4
MD14027,Nevada,F,7654.23,0.0,74.0,Personal Auto,Two-Door Car,355.2
XA32915,Nevada,M,2199.74,0.0,64.0,Personal Auto,Two-Door Car,685.456738
XR52852,Oregon,F,2004.35,0.0,66.0,Special Auto,Four-Door Car,316.8
EZ48947,Nevada,M,13111.11,67197.0,111.0,Special Auto,SUV,147.948783
OJ50322,Nevada,M,15762.6,39032.0,198.0,Personal Auto,SUV,950.4
XB77333,Oregon,F,13197.93,0.0,68.0,Personal Auto,Four-Door Car,326.4
QB58745,California,M,2787.54,34927.0,70.0,Personal Auto,Two-Door Car,242.491357
IG62421,Nevada,M,3436.13,30817.0,88.0,Personal Auto,Four-Door Car,91.834668
SF29724,California,F,2713.37,31535.0,70.0,Personal Auto,Four-Door Car,90.525716
WM95454,California,F,2867.31,23376.0,78.0,Personal Auto,Four-Door Car,374.4
CB96381,California,F,14590.25,46244.0,62.0,Corporate Auto,Four-Door Car,255.285875
MJ60422,AZ,M,6652.47,34886.0,84.0,Personal Auto,Two-Door Car,403.2
NC63295,AZ,M,2444.62,0.0,66.0,Corporate Auto,Four-Door Car,316.8
CM55703,Washington,F,2896.92,33746.0,74.0,Personal Auto,Two-Door Car,355.2
ZE76673,Oregon,M,10972.07,24164.0,137.0,Personal Auto,Sports Car,657.6
TO60700,Washington,F,,25859.0,74.0,Special Auto,Four-Door Car,355.2
WF34690,Oregon,F,19357.37,0.0,68.0,Personal Auto,Four-Door Car,326.4
ZM28138,AZ,F,7227.12,40153.0,61.0,Personal Auto,Four-Door Car,340.07498
FI14842,Nevada,F,7857.3,0.0,104.0,Personal Auto,SUV,499.2
KC32511,Oregon,F,5181.62,97131.0,64.0,Personal Auto,Four-Door Car,307.2
NE10467,AZ,F,4281.06,23712.0,106.0,Corporate Auto,SUV,508.8
PT93474,Oregon,F,11513.16,0.0,64.0,Personal Auto,Four-Door Car,307.2
RL74454,Nevada,F,5147.11,33171.0,65.0,Personal Auto,Four-Door Car,236.643695
DQ31994,Nevada,F,8663.5,0.0,83.0,Corporate Auto,Four-Door Car,398.4
DN98431,Oregon,F,2535.32,0.0,68.0,Corporate Auto,Four-Door Car,326.4
EV53200,Nevada,M,21504.34,60228.0,112.0,Personal Auto,SUV,286.102971
AJ89107,AZ,M,7349.33,27072.0,93.0,Personal Auto,Four-Door Car,565.336931
WS25565,California,M,8509.85,26057.0,74.0,Personal Auto,Four-Door Car,523.888845
ZY33234,Nevada,F,4297.19,66331.0,107.0,Personal Auto,Two-Door Car,513.6
PS69748,Washington,M,8717.05,83846.0,74.0,Personal Auto,Four-Door Car,355.2
HL33607,Washington,M,8717.05,83846.0,74.0,Personal Auto,Four-Door Car,355.2
DG90902,California,F,17476.64,45106.0,73.0,Personal Auto,Four-Door Car,350.4
SW96063,AZ,F,10479.9,78435.0,130.0,Personal Auto,SUV,553.61131
CP19929,California,F,2242.57,0.0,63.0,Corporate Auto,Two-Door Car,453.6
KR50062,Oregon,M,2754.46,79507.0,70.0,Personal Auto,Two-Door Car,442.199439
CU19735,Arizona,M,8041.2,44986.0,101.0,Corporate Auto,SUV,624.023564
ST52914,Arizona,M,6042.91,25899.0,79.0,Personal Auto,Two-Door Car,568.8
WQ68301,Oregon,M,2827.44,13610.0,74.0,Personal Auto,Four-Door Car,355.2
LR33381,Nevada,M,22041.86,0.0,65.0,Personal Auto,Four-Door Car,312.0
UR36912,California,M,2796.8,77362.0,70.0,Personal Auto,Two-Door Car,386.599797
SK46419,California,M,4072.85,96443.0,102.0,Personal Auto,SUV,489.6
BY88757,California,M,5182.46,0.0,135.0,Personal Auto,SUV,939.528475
ER65086,Nevada,M,6131.66,90778.0,76.0,Personal Auto,Four-Door Car,62.291009
TP87527,California,F,2392.13,0.0,65.0,Corporate Auto,Four-Door Car,361.181122
VL80291,Nevada,F,3209.66,78494.0,79.0,Personal Auto,Two-Door Car,122.305677
WL45773,California,F,2808.61,83497.0,69.0,Special Auto,Four-Door Car,196.523187
TT36693,Nevada,M,4362.93,58842.0,110.0,Personal Auto,Four-Door Car,528.0
PT12544,Arizona,M,6880.47,63935.0,87.0,Personal Auto,Four-Door Car,221.61885
CI24326,Oregon,M,3591.07,0.0,96.0,Personal Auto,Four-Door Car,460.8
YQ73717,California,M,5201.25,0.0,69.0,Personal Auto,Four-Door Car,331.2
FG99706,Oregon,F,5521.54,0.0,77.0,Personal Auto,Four-Door Car,369.6
OM63414,Arizona,F,5071.65,62258.0,65.0,Personal Auto,Two-Door Car,117.450428
JQ74890,Nevada,M,2921.68,0.0,80.0,Corporate Auto,Four-Door Car,739.310493
FP93662,California,F,15806.53,58516.0,98.0,Corporate Auto,Two-Door Car,470.4
SA40041,Washington,F,5749.88,22814.0,73.0,Personal Auto,Four-Door Car,360.773462
EW82164,California,F,4167.42,56901.0,104.0,Personal Auto,SUV,499.2
KV99550,California,M,6514.95,0.0,61.0,Personal Auto,Four-Door Car,292.8
CA96230,California,M,9189.52,99443.0,117.0,Personal Auto,SUV,228.049424
QN17712,Oregon,F,8231.22,0.0,113.0,Personal Auto,SUV,373.073162
KM79894,Arizona,M,3095.18,88246.0,77.0,Corporate Auto,Four-Door Car,428.608683
KR25511,Washington,M,6005.21,26876.0,76.0,Corporate Auto,Four-Door Car,364.8
DZ45471,Nevada,M,7582.11,64801.0,64.0,Personal Auto,Four-Door Car,268.471802
DE18949,Oregon,F,16344.61,57029.0,68.0,Corporate Auto,Two-Door Car,135.788525
BN74268,Arizona,F,11763.15,28045.0,99.0,Personal Auto,Four-Door Car,475.2
QJ93301,Nevada,M,4053.37,44661.0,101.0,Personal Auto,Two-Door Car,436.836944
OO92815,Arizona,F,3311.16,21246.0,83.0,Personal Auto,Four-Door Car,398.4
HV50891,Nevada,M,3528.04,31278.0,92.0,Personal Auto,Two-Door Car,441.6
RK59543,California,F,5595.39,74454.0,71.0,Personal Auto,Four-Door Car,340.8
IH54239,California,M,5089.69,62474.0,63.0,Personal Auto,Four-Door Car,112.120881
GB14456,Nevada,M,22337.16,0.0,130.0,Personal Auto,SUV,1376.910777
RC95515,Arizona,M,4792.83,20647.0,63.0,Personal Auto,Four-Door Car,185.061408
TI61458,California,F,27789.69,33806.0,89.0,Personal Auto,Four-Door Car,395.729716
RB49468,Oregon,F,7511.66,0.0,70.0,Personal Auto,Four-Door Car,340.201412
SJ18454,Oregon,M,18767.55,0.0,111.0,Personal Auto,Sports Car,900.14526
KC19420,California,F,4987.64,19589.0,127.0,Personal Auto,SUV,1027.010512
TP12241,California,F,5123.2,22338.0,67.0,Personal Auto,Two-Door Car,307.801098
BD89564,Nevada,M,5989.77,66839.0,154.0,Personal Auto,Sports Car,739.2
EC71986,Washington,F,2429.28,26736.0,63.0,Personal Auto,Four-Door Car,367.92773
CJ97736,Oregon,F,5828.18,31364.0,74.0,Personal Auto,Four-Door Car,461.269135
QF59448,Washington,M,2831.59,17752.0,77.0,Personal Auto,Four-Door Car,369.6
YB70005,Oregon,M,9767.94,36225.0,123.0,Special Auto,SUV,221.048602
QI40455,Oregon,F,12097.91,0.0,107.0,Personal Auto,SUV,271.014511
YL72747,California,M,2265.32,0.0,61.0,Personal Auto,Four-Door Car,292.8
FL18392,California,F,5719.09,77601.0,71.0,Personal Auto,Two-Door Car,276.640352
AL21967,Oregon,M,10171.48,74243.0,84.0,Corporate Auto,Four-Door Car,71.311211
KC67431,California,F,10517.16,46707.0,133.0,Personal Auto,Sports Car,80.70505
EG40823,Oregon,F,4303.47,0.0,116.0,Personal Auto,SUV,765.566699
QO89177,California,M,11926.75,50234.0,101.0,Personal Auto,Four-Door Car,484.8
AV72430,Oregon,M,16531.7,75526.0,103.0,Personal Auto,Four-Door Car,494.4
TL18087,Washington,M,3059.28,65083.0,77.0,Personal Auto,Four-Door Car,369.6
WI29961,Nevada,M,5437.44,28343.0,69.0,Personal Auto,Two-Door Car,331.2
ZR11692,California,M,5103.3,74948.0,64.0,Corporate Auto,Four-Door Car,216.744457
No36572,Oregon,M,4583.1,22728.0,116.0,Personal Auto,Four-Door Car,556.8
YZ56105,California,F,6409.63,0.0,99.0,Personal Auto,Two-Door Car,712.8
MN62189,California,F,8991.98,17331.0,117.0,Personal Auto,SUV,1138.255325
MQ32284,California,F,12232.78,35133.0,102.0,Personal Auto,SUV,692.962785
NS38229,Nevada,F,5126.04,63147.0,64.0,Personal Auto,Four-Door Car,87.565229
IB41597,California,F,11014.16,67575.0,91.0,Personal Auto,Four-Door Car,401.60781
IP68868,Oregon,M,3819.62,0.0,111.0,Personal Auto,Two-Door Car,799.2
EL70257,California,F,8404.4,48315.0,71.0,Personal Auto,Four-Door Car,340.8
NB27041,Arizona,F,9035.67,34337.0,113.0,Corporate Auto,Four-Door Car,542.4
BM28359,Oregon,M,5453.71,33818.0,72.0,Personal Auto,Four-Door Car,341.878002
VB77950,California,F,3766.37,22439.0,98.0,Personal Auto,Four-Door Car,470.4
PE47967,Oregon,F,7283.93,79055.0,186.0,Personal Auto,Luxury SUV,177.635183
QR47308,Nevada,F,2745.25,45191.0,69.0,Personal Auto,Four-Door Car,330.782934
YU49449,California,M,2626.28,41990.0,66.0,Personal Auto,Four-Door Car,316.8
KN25124,Oregon,F,2456.82,50979.0,61.0,Personal Auto,Two-Door Car,262.842655
HI51182,Oregon,F,8453.68,59888.0,106.0,Personal Auto,Four-Door Car,712.682559
MS18916,California,M,3508.57,20978.0,98.0,Personal Auto,Four-Door Car,1176.2788
IE40701,California,M,2877.35,32807.0,73.0,Personal Auto,Four-Door Car,350.4
UT48216,Nevada,M,7840.17,58414.0,210.0,Personal Auto,Luxury SUV,1008.0
VN92740,Arizona,F,2771.04,50071.0,71.0,Corporate Auto,Two-Door Car,18.918935
IZ55070,Nevada,F,5339.49,67796.0,69.0,Personal Auto,Four-Door Car,331.2
HI74419,Washington,M,8092.88,50825.0,102.0,Personal Auto,SUV,369.614729
MP76478,Washington,F,8646.5,64125.0,108.0,Corporate Auto,SUV,369.818708
DY30071,Oregon,M,5659.24,69387.0,71.0,Personal Auto,Four-Door Car,71.517444
ZN24083,Oregon,M,5532.46,29084.0,71.0,Corporate Auto,Four-Door Car,492.088331
JU74347,Oregon,M,7943.51,60214.0,100.0,Corporate Auto,Sports Car,291.287905
YJ35850,Oregon,M,9774.61,96018.0,122.0,Personal Auto,SUV,390.88142
IE15348,Washington,F,4067.0,28466.0,102.0,Personal Auto,SUV,371.802628
GP67816,California,F,23208.39,60233.0,116.0,Personal Auto,Two-Door Car,481.265179
PW51793,Oregon,M,7325.89,52920.0,93.0,Personal Auto,Four-Door Car,1101.05432
UF59346,California,M,4170.34,90310.0,104.0,Personal Auto,SUV,166.355491
FG29932,California,M,7840.17,58414.0,210.0,Special Auto,Luxury SUV,1008.0
UX71137,Washington,F,8875.97,69205.0,110.0,Personal Auto,Four-Door Car,372.362565
BY54111,Oregon,M,19378.91,21159.0,73.0,Personal Auto,Four-Door Car,350.4
RM83767,Washington,M,5971.0,64008.0,85.0,Personal Auto,Four-Door Car,372.893812
PT15464,Arizona,F,9148.88,68236.0,114.0,Personal Auto,SUV,20.725611
BP92643,Arizona,F,13770.98,59207.0,116.0,Personal Auto,Four-Door Car,556.8
BW94308,Washington,F,20096.89,92766.0,71.0,Personal Auto,Two-Door Car,379.029102
GQ46925,Arizona,M,5821.68,77563.0,143.0,Personal Auto,Sports Car,545.999699
RF14806,Arizona,F,3095.8,33415.0,78.0,Personal Auto,Four-Door Car,374.4
KJ23009,California,F,10598.54,20179.0,133.0,Corporate Auto,SUV,638.4
IB81655,California,M,7695.12,50147.0,101.0,Personal Auto,SUV,484.8
SV62436,Washington,,3041.79,13789.0,79.0,Personal Auto,Four-Door Car,379.2
HR64684,Oregon,M,8689.82,0.0,99.0,Personal Auto,Four-Door Car,475.2
QS96715,Nevada,F,8131.78,93715.0,102.0,Personal Auto,SUV,254.83769
SW55711,Oregon,M,3815.32,23540.0,103.0,Corporate Auto,Two-Door Car,494.4
LZ19268,California,F,11638.9,25370.0,102.0,Personal Auto,Sports Car,489.6
FU74983,Nevada,F,22800.54,68771.0,96.0,Personal Auto,Four-Door Car,276.268778
KB99097,California,F,4463.0,0.0,73.0,Special Auto,Two-Door Car,350.4
AP52126,Oregon,F,13151.83,68562.0,108.0,Personal Auto,SUV,228.498823
EX61844,Arizona,M,14019.98,36733.0,71.0,Personal Auto,Four-Door Car,327.078047
QC30857,Nevada,F,2931.16,45768.0,73.0,Personal Auto,Two-Door Car,191.934494
RT69513,California,F,4774.75,0.0,64.0,Personal Auto,Four-Door Car,307.2
HV85198,Arizona,M,8471.42,63513.0,70.0,Personal Auto,Four-Door Car,185.667213
BS91566,Arizona,F,5431.22,58161.0,68.0,Corporate Auto,Four-Door Car,140.747286
IL40123,Nevada,F,5689.64,83640.0,70.0,Corporate Auto,Two-Door Car,471.050488
MY32149,California,F,3686.72,0.0,96.0,Personal Auto,Two-Door Car,28.460568
SA91515,California,M,3992.58,0.0,111.0,Personal Auto,SUV,700.349052
SA25987,Washington,M,34.79,0.0,104.0,Personal Auto,Two-Door Car,499.2
TB86706,Arizona,M,25.03,0.0,66.0,Personal Auto,Two-Door Car,3.468912
ZL73902,Nevada,F,32.65,25820.0,82.0,Personal Auto,Four-Door Car,393.6
KX23516,California,F,44.56,0.0,121.0,Personal Auto,SUV,699.615192
FN77294,California,M,77.05,30366.0,101.0,Personal Auto,SUV,484.8
VI78454,Arizona,M,27.51,51789.0,70.0,Personal Auto,Four-Door Car,336.0
FP59138,Oregon,M,130.24,0.0,125.0,Personal Auto,SUV,900.0
XN62489,Oregon,M,25.39,18608.0,71.0,Corporate Auto,Four-Door Car,340.8
GP66031,California,F,25.86,83758.0,64.0,Corporate Auto,Two-Door Car,106.591949
IX68587,Nevada,F,50.97,22886.0,65.0,Personal Auto,Four-Door Car,312.0
HX17929,California,F,100.83,11828.0,90.0,Personal Auto,Four-Door Car,571.479602
IC59236,California,F,49.43,44762.0,62.0,Corporate Auto,Four-Door Car,114.51444
VG31922,Nevada,F,65.16,0.0,175.0,Personal Auto,SUV,1221.143438
HP87787,Arizona,M,88.38,82664.0,114.0,Corporate Auto,SUV,133.425609
AL78075,Oregon,M,38.1,0.0,108.0,Personal Auto,Four-Door Car,777.6
WA97671,Arizona,M,63.34,0.0,63.0,Personal Auto,Four-Door Car,302.4
QZ77637,Washington,F,116.65,84978.0,72.0,Corporate Auto,Four-Door Car,166.77296
FP11777,California,M,109.72,24164.0,137.0,Corporate Auto,Sports Car,657.6
ID45268,California,F,60.07,0.0,80.0,Personal Auto,Four-Door Car,488.910614
AX86150,Washington,M,26.57,62777.0,67.0,Personal Auto,Two-Door Car,101.288069
MW57614,Arizona,F,23.59,19864.0,63.0,Personal Auto,Four-Door Car,352.394515
TJ30081,Arizona,M,120.37,44428.0,104.0,Personal Auto,SUV,499.2
FW44940,California,F,84.67,21139.0,113.0,Personal Auto,Sports Car,656.798232
CS55808,California,M,93.93,0.0,88.0,Personal Auto,Four-Door Car,851.146266
WZ61178,California,F,52.27,11896.0,69.0,Personal Auto,Two-Door Car,476.254583
IV55977,Oregon,M,26.94,0.0,73.0,Personal Auto,Two-Door Car,350.4
YC67208,California,M,22.27,27972.0,61.0,Personal Auto,Four-Door Car,292.8
LZ89773,California,M,23.27,0.0,62.0,Personal Auto,Four-Door Car,624.711448
IP52990,Oregon,F,167.94,38399.0,106.0,Personal Auto,SUV,368.890904
VF73104,Arizona,F,50.17,20868.0,63.0,Personal Auto,Four-Door Car,134.629643
OC80343,Oregon,M,77.58,49682.0,101.0,Personal Auto,SUV,198.84453
EL89222,California,F,86.09,79090.0,107.0,Personal Auto,SUV,289.040734
QB14114,Oregon,F,52.75,81850.0,132.0,Personal Auto,Sports Car,429.860895
HM41195,Arizona,M,57.46,22906.0,76.0,Personal Auto,Four-Door Car,519.883102
JT41591,Washington,M,27.06,0.0,83.0,Personal Auto,Four-Door Car,398.4
HE15857,Washington,M,61.86,37138.0,83.0,Personal Auto,Two-Door Car,417.28389
KI64666,Nevada,F,224.45,0.0,71.0,Personal Auto,Four-Door Car,511.2
JC33752,Oregon,F,62.78,21024.0,82.0,Personal Auto,Two-Door Car,450.129276
JA25453,California,M,72.16,0.0,103.0,Personal Auto,Four-Door Car,741.6
AJ69778,Oregon,F,65.14,77135.0,84.0,Personal Auto,Four-Door Car,98.372265
FQ83162,Washington,M,347.09,0.0,109.0,Personal Auto,Sports Car,718.700718
EY89842,Arizona,M,42.16,0.0,114.0,Corporate Auto,SUV,820.8
TG69238,Oregon,F,131.58,72845.0,108.0,Personal Auto,SUV,463.000336
UI63465,Oregon,F,29.18,51622.0,74.0,Corporate Auto,Four-Door Car,355.2
WX33904,Arizona,M,63.56,0.0,61.0,Special Auto,Two-Door Car,292.8
HA20933,Oregon,F,132.7,15616.0,114.0,Personal Auto,SUV,547.2
BU16704,Oregon,F,58.8,0.0,82.0,Personal Auto,Four-Door Car,590.4
JV68002,Washington,M,59.27,23091.0,96.0,Corporate Auto,Four-Door Car,460.8
PM78410,Oregon,F,41.21,0.0,67.0,Personal Auto,Two-Door Car,482.4
PU92298,Arizona,F,79.56,22699.0,74.0,Personal Auto,Four-Door Car,355.2
AA16582,Washington,M,241.28,14072.0,71.0,Personal Auto,Four-Door Car,511.2
AZ87715,California,F,268.64,81713.0,74.0,Personal Auto,Four-Door Car,332.224293
GI89160,California,F,319.35,56516.0,199.0,Personal Auto,Luxury SUV,955.2
WV57813,Oregon,F,51.33,0.0,73.0,Personal Auto,Four-Door Car,525.6
EW86465,Arizona,M,47.6,26747.0,61.0,Corporate Auto,Four-Door Car,404.074203
UW70224,Oregon,F,26.38,63422.0,66.0,Personal Auto,Four-Door Car,355.922452
LU12532,California,F,65.03,22081.0,84.0,Personal Auto,Two-Door Car,451.670309
WD48852,Oregon,F,127.87,0.0,180.0,Special Auto,Luxury SUV,1296.0
BH43379,Oregon,F,31.48,29698.0,83.0,Personal Auto,Four-Door Car,215.884804
GV59387,California,F,56.18,24518.0,74.0,Personal Auto,Two-Door Car,241.656325
LQ76410,Arizona,M,32.31,62873.0,81.0,Special Auto,Four-Door Car,207.75186
MF19231,California,M,74.35,28377.0,94.0,Personal Auto,Four-Door Car,451.2
XS47087,Oregon,M,117.15,21102.0,100.0,Personal Auto,SUV,480.0
IL56791,Oregon,M,20.1,0.0,65.0,Personal Auto,Two-Door Car,312.0
UV88036,Nevada,F,66.25,0.0,88.0,Personal Auto,Four-Door Car,539.280951
SE76116,California,M,95.68,81410.0,119.0,Personal Auto,SUV,221.188327
GJ63103,Oregon,F,184.75,27869.0,67.0,Personal Auto,Two-Door Car,482.4
PL78574,Arizona,M,121.57,57449.0,103.0,Personal Auto,Four-Door Car,494.4
NV69875,Oregon,M,29.56,40901.0,74.0,Corporate Auto,Four-Door Car,13.628274
MC38650,Nevada,M,39.63,88701.0,99.0,Personal Auto,Two-Door Car,171.830049
No73819,California,F,108.96,29365.0,137.0,Personal Auto,Sports Car,657.6
OW84864,California,F,60.81,0.0,82.0,Personal Auto,Four-Door Car,393.6
BV91898,Arizona,F,301.42,0.0,103.0,Personal Auto,SUV,1060.310769
WQ54314,Oregon,F,57.37,56455.0,73.0,Personal Auto,Four-Door Car,350.4
NM57315,California,M,169.8,35095.0,73.0,Special Auto,Two-Door Car,525.6
JB51220,Oregon,F,109.15,0.0,155.0,Corporate Auto,Sports Car,1116.0
EN77569,Oregon,F,38.08,94903.0,94.0,Special Auto,Two-Door Car,451.2
YP47665,Washington,M,54.09,80192.0,67.0,Personal Auto,Four-Door Car,95.193157
QO54008,Oregon,M,134.19,0.0,122.0,Personal Auto,SUV,827.786203
EQ59908,California,M,32.38,60244.0,83.0,Corporate Auto,Four-Door Car,326.281835
YU72540,Arizona,F,103.58,52735.0,65.0,Personal Auto,Four-Door Car,123.512596
BZ50261,Arizona,F,116.2,78275.0,72.0,Personal Auto,Two-Door Car,25.336642
QE92747,Oregon,F,82.09,77282.0,102.0,Corporate Auto,Four-Door Car,489.6
KG83280,California,F,30.97,21604.0,79.0,Personal Auto,Four-Door Car,379.2
IL42365,Arizona,F,48.04,51962.0,125.0,Personal Auto,Sports Car,788.206874
FI86516,Oregon,F,47.86,0.0,68.0,Corporate Auto,Four-Door Car,489.6
FV14881,California,F,158.86,56362.0,197.0,Personal Auto,Luxury SUV,945.6
RR54950,Arizona,M,52.85,85753.0,66.0,Special Auto,Four-Door Car,316.8
FC70869,Arizona,F,29.45,36167.0,76.0,Personal Auto,Two-Door Car,364.8
PB60303,Oregon,F,180.9,68568.0,223.0,Personal Auto,Luxury Car,1070.4
HO50571,California,F,102.09,35482.0,129.0,Personal Auto,SUV,619.2
BH86846,Washington,M,207.08,92079.0,65.0,Corporate Auto,Four-Door Car,114.798771
PC42162,Oregon,M,52.48,0.0,77.0,Personal Auto,Two-Door Car,554.4
KD21661,California,M,51.8,0.0,165.0,Personal Auto,SUV,1188.0
FZ73016,California,F,45.13,34558.0,113.0,Personal Auto,SUV,376.529086
HJ19927,Nevada,M,52.98,14775.0,69.0,Personal Auto,Four-Door Car,170.939409
RJ99408,California,M,53.77,35637.0,68.0,Personal Auto,Four-Door Car,326.4
EL81968,Oregon,M,76.61,66726.0,97.0,Personal Auto,Two-Door Car,335.840529
WU86174,California,F,26.77,0.0,72.0,Personal Auto,Four-Door Car,345.6
DN21342,Oregon,F,68.78,0.0,96.0,Personal Auto,Four-Door Car,460.8
PB60406,California,F,57.14,79719.0,71.0,Personal Auto,Four-Door Car,425.924132
IY37465,Arizona,M,49.3,25632.0,63.0,Corporate Auto,Two-Door Car,351.270869
LF55270,Oregon,F,104.85,61108.0,89.0,Personal Auto,Four-Door Car,49.451117
UV69038,California,M,94.9,0.0,137.0,Corporate Auto,SUV,657.6
IS63925,Arizona,F,78.05,21073.0,106.0,Personal Auto,SUV,508.8
CQ21583,Oregon,M,212.74,17932.0,79.0,Personal Auto,Four-Door Car,379.2
PR21713,Nevada,M,58.39,81082.0,73.0,Personal Auto,Four-Door Car,281.295903
XE10977,Oregon,F,26.77,71684.0,66.0,Personal Auto,Two-Door Car,196.065149
JG87029,Oregon,M,23.75,57338.0,61.0,Personal Auto,Two-Door Car,292.8
BK21146,Arizona,M,221.04,0.0,102.0,Personal Auto,SUV,489.6
WE19034,Oregon,M,24.28,24409.0,62.0,Corporate Auto,Four-Door Car,297.6
DF62718,California,F,72.94,83488.0,90.0,Personal Auto,Four-Door Car,432.784577
MS59254,Washington,M,113.6,0.0,104.0,Corporate Auto,Two-Door Car,773.346065
WC65050,California,F,28.12,62537.0,71.0,Personal Auto,Two-Door Car,354.199664
ST27958,Washington,M,43.86,10621.0,67.0,Personal Auto,Four-Door Car,321.6
XZ81226,Arizona,F,64.47,43478.0,80.0,Personal Auto,Four-Door Car,384.0
TU53781,Oregon,F,84.27,46503.0,215.0,Corporate Auto,Luxury SUV,1032.0
GC93551,Oregon,F,52.9,27179.0,66.0,Personal Auto,Four-Door Car,344.201601
MO33279,California,F,55.92,62229.0,70.0,Personal Auto,Two-Door Car,336.0
LD20926,Arizona,F,188.92,0.0,92.0,Personal Auto,Two-Door Car,441.6
PW90662,Oregon,M,136.24,67060.0,126.0,Personal Auto,SUV,339.000467
WS53288,Oregon,F,254.65,13663.0,97.0,Personal Auto,Four-Door Car,465.6
HE84643,California,F,21.76,0.0,63.0,Personal Auto,Four-Door Car,453.6
CL37990,Arizona,F,66.99,0.0,99.0,Corporate Auto,Four-Door Car,699.67536
HR87252,California,F,90.44,97745.0,113.0,Personal Auto,Sports Car,695.136477
SB27146,Oregon,F,43.69,26026.0,116.0,Personal Auto,Two-Door Car,283.670312
KI58952,California,F,513.38,72794.0,164.0,Personal Auto,SUV,50.454459
RM21896,Oregon,F,287.0,47730.0,91.0,Personal Auto,Four-Door Car,219.440024
JS38272,Arizona,M,42.7,0.0,122.0,Personal Auto,SUV,725.870693
NJ15094,Washington,F,53.46,0.0,72.0,Personal Auto,Four-Door Car,345.6
MZ88454,Oregon,F,47.75,0.0,70.0,Personal Auto,Four-Door Car,336.0
PO27978,Oregon,F,147.28,97785.0,73.0,Personal Auto,Two-Door Car,236.614219
VT28596,California,F,47.55,0.0,66.0,Personal Auto,Four-Door Car,712.309237
TI19722,Washington,M,34.36,30817.0,88.0,Corporate Auto,Four-Door Car,91.834668
DO83038,California,F,83.56,64502.0,70.0,Personal Auto,Two-Door Car,39.336222
AG62087,California,M,34.13,30335.0,87.0,Corporate Auto,Four-Door Car,326.132867
BA56812,Oregon,M,61.85,21020.0,80.0,Corporate Auto,Four-Door Car,178.371281
QF74147,California,F,84.57,84574.0,70.0,Special Auto,Four-Door Car,167.459769
RN88075,Washington,F,30.22,0.0,84.0,Personal Auto,Two-Door Car,700.725788
OG71924,Oregon,F,69.66,0.0,93.0,Personal Auto,Four-Door Car,436.143226
YF87007,Oregon,F,100.83,11828.0,90.0,Corporate Auto,Four-Door Car,571.479602
ZL18631,Arizona,F,25.4,54889.0,63.0,Personal Auto,Four-Door Car,302.4
